RESP,ABP1,ABP2,ABP3,SPO2,HR,PULSE,ALARM
22,115,180,83,99,98,97,FALSE
22,115,181,83,99,97,97,FALSE
22,115,179,82,99,97,96,FALSE
22,115,180,82,99,97,95,FALSE
22,115,180,82,99,96,95,FALSE
22,115,179,82,99,96,95,FALSE
22,115,180,82,99,96,95,FALSE
22,115,180,82,99,96,95,FALSE
22,115,180,82,99,96,96,FALSE
22,115,180,82,99,96,96,FALSE
22,115,179,82,99,96,96,FALSE
21,116,181,82,99,96,96,FALSE
21,116,181,83,99,96,96,FALSE
22,115,180,82,99,96,96,FALSE
22,116,181,82,99,97,96,FALSE
22,116,182,83,99,97,95,FALSE
21,116,181,83,99,96,95,FALSE
21,117,182,83,99,96,95,FALSE
21,116,182,83,99,95,95,FALSE
21,117,182,83,99,95,95,FALSE
21,117,182,83,99,95,95,FALSE
21,116,181,83,99,95,95,FALSE
21,117,182,83,99,95,95,FALSE
21,117,182,83,99,95,95,FALSE
21,117,182,83,99,95,95,FALSE
21,118,183,84,99,95,95,FALSE
21,118,184,84,99,96,95,FALSE
21,118,184,84,99,96,96,FALSE
21,119,185,84,99,96,96,FALSE
21,119,186,84,99,96,95,FALSE
21,119,186,84,99,96,95,FALSE
21,119,187,84,99,96,93,FALSE
21,119,187,84,99,94,93,FALSE
21,119,186,84,99,94,92,FALSE
21,119,186,84,99,93,91,FALSE
22,118,185,83,99,93,91,FALSE
22,118,186,83,99,92,91,FALSE
22,118,185,83,99,92,91,FALSE
22,118,184,83,99,91,91,FALSE
22,118,185,83,99,91,93,FALSE
22,117,184,83,99,92,93,FALSE
22,118,185,83,99,92,94,FALSE
22,118,185,83,99,93,94,FALSE
22,117,184,82,99,93,94,FALSE
22,118,185,83,99,94,94,FALSE
22,118,185,83,99,94,91,FALSE
22,118,184,83,99,93,91,FALSE
22,119,185,83,99,92,91,FALSE
22,118,185,83,99,92,91,FALSE
21,119,185,83,99,92,92,FALSE
21,119,187,84,99,92,93,FALSE
21,118,186,83,99,92,92,FALSE
22,119,186,83,99,92,92,FALSE
22,119,186,84,99,92,92,FALSE
22,118,185,83,99,92,92,FALSE
22,120,186,84,99,92,92,FALSE
22,120,187,84,99,92,92,FALSE
21,120,186,84,99,92,93,FALSE
21,121,188,85,99,92,93,FALSE
21,120,189,85,99,93,93,FALSE
21,120,188,84,99,93,93,FALSE
21,120,189,84,99,93,93,FALSE
21,119,189,84,99,93,92,FALSE
21,119,188,83,99,92,92,FALSE
21,119,188,83,99,92,90,FALSE
21,119,188,83,99,90,88,FALSE
21,118,187,83,99,90,88,FALSE
21,119,187,83,99,88,87,FALSE
21,118,186,83,99,88,87,FALSE
21,118,186,83,99,88,87,FALSE
21,119,188,83,99,88,88,FALSE
21,119,188,83,99,88,89,FALSE
21,120,188,83,99,88,89,FALSE
21,120,189,83,99,89,89,FALSE
21,119,188,83,99,89,89,FALSE
21,120,188,83,99,89,89,FALSE
21,120,190,84,99,89,89,FALSE
20,120,189,83,99,89,89,FALSE
20,120,190,83,99,89,89,FALSE
20,120,190,83,99,88,89,FALSE
21,120,189,83,99,88,89,FALSE
21,121,190,84,99,88,89,FALSE
21,121,190,84,99,88,88,FALSE
21,121,190,84,99,87,88,FALSE
21,121,191,84,99,87,88,FALSE
21,121,190,84,99,87,88,FALSE
21,122,191,84,99,87,88,FALSE
21,122,191,85,99,87,88,FALSE
21,121,191,84,99,88,88,FALSE
21,122,191,84,99,88,88,FALSE
21,123,192,85,99,88,88,FALSE
21,122,191,85,99,88,89,FALSE
21,123,193,85,99,89,89,FALSE
21,123,193,85,99,89,89,FALSE
21,123,192,85,99,89,89,FALSE
21,123,192,85,99,89,89,FALSE
21,122,191,85,99,89,89,FALSE
21,122,191,85,99,89,89,FALSE
21,122,193,85,99,89,89,FALSE
21,122,192,84,99,89,89,FALSE
21,121,191,84,99,89,88,FALSE
21,121,191,84,99,89,88,FALSE
21,121,191,83,99,88,88,FALSE
21,120,190,83,99,88,88,FALSE
21,120,191,83,99,87,86,FALSE
21,120,190,83,99,87,86,FALSE
21,121,191,83,99,87,86,FALSE
21,121,191,84,99,87,86,FALSE
21,121,191,84,99,86,86,FALSE
21,121,192,84,99,86,86,FALSE
21,121,191,83,99,87,86,FALSE
21,121,191,83,99,87,86,FALSE
21,122,192,84,99,86,87,FALSE
21,122,191,84,99,86,87,FALSE
21,122,192,84,99,87,87,FALSE
21,123,192,85,99,87,87,FALSE
21,123,192,85,99,88,88,FALSE
21,123,193,85,99,88,89,FALSE
21,122,193,84,99,89,90,FALSE
21,121,192,84,99,89,90,FALSE
21,121,192,84,99,90,90,FALSE
21,120,191,83,99,90,90,FALSE
21,120,191,83,99,89,88,FALSE
21,120,191,83,99,89,87,FALSE
22,120,189,83,99,88,87,FALSE
22,121,190,83,99,87,87,FALSE
22,120,190,83,99,87,87,FALSE
22,120,190,83,99,87,87,FALSE
22,121,191,84,99,87,88,FALSE
22,121,191,84,99,88,88,FALSE
22,121,190,84,99,88,89,FALSE
22,122,191,84,99,89,89,FALSE
22,121,191,84,99,89,89,FALSE
22,121,191,84,99,89,89,FALSE
22,122,192,85,99,89,89,FALSE
22,122,192,85,99,89,89,FALSE
22,123,193,85,99,89,89,FALSE
22,123,193,85,99,89,88,FALSE
21,123,193,85,99,89,88,FALSE
21,125,194,86,99,89,89,FALSE
21,125,195,86,99,89,89,FALSE
21,125,194,86,99,89,90,FALSE
21,125,194,87,99,89,91,FALSE
21,124,195,86,99,91,91,FALSE
21,124,194,86,99,91,90,FALSE
21,125,195,87,99,90,90,FALSE
21,125,194,87,99,90,91,FALSE
21,125,195,87,99,91,91,FALSE
21,126,196,87,99,91,90,FALSE
21,126,196,87,99,91,90,FALSE
21,126,197,87,99,91,91,FALSE
21,126,197,87,99,91,91,FALSE
21,126,197,87,99,91,91,FALSE
21,126,198,87,99,91,90,FALSE
21,126,197,87,99,91,89,FALSE
21,125,196,86,99,90,88,FALSE
21,125,197,86,99,90,87,FALSE
21,125,197,86,99,88,87,FALSE
21,125,196,86,99,88,87,FALSE
21,125,196,86,99,88,87,FALSE
21,124,195,86,99,87,87,FALSE
21,124,195,86,99,87,88,FALSE
21,124,195,86,100,87,89,FALSE
21,124,194,86,100,88,89,FALSE
21,125,195,86,100,88,90,FALSE
21,125,197,86,100,90,90,FALSE
21,124,196,86,100,90,90,FALSE
21,124,196,86,100,90,90,FALSE
21,121,197,83,99,89,90,FALSE
21,120,194,83,99,89,88,FALSE
21,121,194,84,99,89,83,FALSE
21,121,195,84,99,89,83,FALSE
20,121,194,83,99,89,83,FALSE
20,121,194,84,99,89,82,FALSE
20,121,193,84,99,87,82,FALSE
20,121,193,84,99,87,82,FALSE
20,122,194,85,99,88,86,FALSE
20,122,194,85,99,88,86,FALSE
20,123,192,85,100,88,87,FALSE
20,124,194,86,100,88,89,FALSE
21,123,193,86,100,88,90,FALSE
21,125,194,86,100,88,92,FALSE
21,125,195,87,100,91,93,FALSE
20,124,194,87,100,91,93,FALSE
20,125,195,87,100,93,93,FALSE
20,125,196,87,100,93,93,FALSE
21,124,195,86,99,93,93,FALSE
21,125,196,86,99,93,92,FALSE
21,125,196,86,99,92,89,FALSE
21,125,195,86,99,92,89,FALSE
21,126,197,87,99,91,89,FALSE
21,126,197,87,99,91,89,FALSE
21,126,196,87,99,90,89,FALSE
21,127,197,88,99,90,91,FALSE
21,126,197,88,100,90,91,FALSE
21,127,197,88,100,90,92,FALSE
21,127,198,88,100,92,92,FALSE
21,127,198,88,100,92,93,FALSE
20,127,198,88,100,93,93,FALSE
20,127,198,88,100,93,93,FALSE
20,126,197,88,99,93,92,FALSE
20,127,197,88,99,93,92,FALSE
20,127,198,88,99,92,92,FALSE
20,126,197,88,99,92,93,FALSE
20,127,197,88,99,93,94,FALSE
20,126,197,87,99,93,94,FALSE
20,125,196,87,99,94,94,FALSE
20,125,196,86,99,94,94,FALSE
20,125,196,87,99,94,93,FALSE
20,124,195,86,99,93,92,FALSE
20,125,196,87,99,93,92,FALSE
20,124,196,87,99,92,92,FALSE
20,124,196,86,99,92,92,FALSE
20,124,195,86,99,92,91,FALSE
20,124,196,86,100,92,90,FALSE
20,124,195,86,100,90,90,FALSE
20,124,196,86,100,90,90,FALSE
20,124,197,86,99,91,89,FALSE
20,123,196,85,99,91,89,FALSE
20,122,194,85,99,90,89,FALSE
20,122,194,85,99,90,89,FALSE
20,121,193,84,99,88,88,FALSE
22,122,193,84,100,88,87,FALSE
21,123,194,85,100,88,87,FALSE
20,122,193,85,100,88,87,FALSE
22,122,193,85,100,87,87,FALSE
22,123,194,85,100,87,88,FALSE
22,123,195,85,100,87,88,FALSE
22,123,194,85,100,87,88,FALSE
22,124,195,86,100,88,88,FALSE
22,124,195,86,100,88,88,FALSE
22,124,195,86,100,89,88,FALSE
22,125,197,87,100,89,88,FALSE
22,125,197,87,100,88,88,FALSE
22,126,197,87,100,88,88,FALSE
22,126,197,87,100,88,88,FALSE
23,126,196,87,100,88,88,FALSE
23,127,197,87,100,89,88,FALSE
23,127,198,88,100,89,89,FALSE
23,126,197,87,100,89,89,FALSE
23,127,198,88,100,89,89,FALSE
23,127,198,88,100,89,89,FALSE
23,128,198,88,100,89,89,FALSE
23,128,200,89,100,90,90,FALSE
23,128,200,89,100,90,90,FALSE
20,127,199,88,100,91,90,FALSE
20,128,200,88,100,91,90,FALSE
20,127,200,88,100,89,89,FALSE
21,127,198,87,100,89,89,FALSE
21,127,199,87,100,89,87,FALSE
21,127,199,88,100,88,87,FALSE
21,128,199,88,100,88,87,FALSE
21,127,199,88,100,88,88,FALSE
21,127,199,87,100,88,89,FALSE
21,127,198,87,100,89,89,FALSE
21,128,200,88,100,89,89,FALSE
21,127,199,87,100,89,89,FALSE
20,128,199,87,100,89,89,FALSE
20,128,200,88,100,89,89,FALSE
20,127,199,87,100,89,89,FALSE
20,128,199,87,100,89,89,FALSE
20,128,199,88,100,89,89,FALSE
20,127,199,87,100,88,89,FALSE
20,128,199,88,100,88,90,FALSE
20,128,200,88,100,89,90,FALSE
20,127,199,87,100,89,89,FALSE
20,127,199,87,100,90,89,FALSE
20,127,199,87,100,90,89,FALSE
20,127,198,87,100,89,89,FALSE
20,128,199,88,100,89,89,FALSE
20,127,199,87,100,89,89,FALSE
20,127,199,87,100,89,89,FALSE
20,128,200,88,100,90,89,FALSE
20,127,200,88,100,90,89,FALSE
20,127,199,87,100,89,90,FALSE
20,127,200,87,100,89,90,FALSE
20,127,199,87,100,89,89,FALSE
20,127,199,87,100,89,89,FALSE
20,128,200,88,100,89,89,FALSE
20,128,200,88,100,89,89,FALSE
20,128,199,87,100,89,90,FALSE
20,128,200,88,100,89,91,FALSE
20,125,200,88,100,90,91,FALSE
20,124,198,85,100,90,91,FALSE
20,124,198,85,100,91,91,FALSE
20,123,196,85,100,91,87,FALSE
20,125,196,86,100,92,87,FALSE
20,125,197,86,100,92,88,FALSE
20,125,196,86,100,92,88,FALSE
20,125,197,86,100,92,88,FALSE
20,125,198,86,100,92,91,FALSE
20,125,196,86,100,92,91,FALSE
20,126,197,87,100,90,90,FALSE
20,126,198,87,100,91,90,FALSE
21,126,197,87,100,91,90,FALSE
21,127,198,87,100,91,90,FALSE
21,126,198,87,100,91,90,FALSE
20,127,198,87,100,91,91,FALSE
20,127,198,88,100,91,91,FALSE
21,126,199,87,100,91,91,FALSE
21,126,198,87,100,91,91,FALSE
21,127,198,87,100,90,89,FALSE
21,127,198,87,100,90,89,FALSE
21,128,200,88,100,89,89,FALSE
21,129,201,88,100,89,88,FALSE
21,129,201,89,100,89,88,FALSE
21,130,202,89,100,89,88,FALSE
21,129,202,89,100,88,88,FALSE
21,129,201,89,100,88,89,FALSE
21,129,202,89,100,89,89,FALSE
21,129,202,89,100,89,89,FALSE
21,129,202,88,100,90,89,FALSE
21,129,201,89,100,90,89,FALSE
21,129,201,89,100,89,89,FALSE
21,129,201,89,100,89,90,FALSE
21,130,202,89,100,90,90,FALSE
21,130,202,89,100,90,90,FALSE
21,130,202,89,100,91,91,FALSE
21,130,203,89,100,91,91,FALSE
21,130,202,89,100,90,91,FALSE
21,130,203,89,100,90,90,FALSE
21,130,203,89,100,91,89,FALSE
21,130,203,89,100,91,88,FALSE
21,131,203,89,100,90,88,FALSE
21,131,204,89,100,90,88,FALSE
21,130,204,89,100,89,88,FALSE
21,130,204,89,100,89,88,FALSE
22,131,203,89,100,88,87,FALSE
22,131,204,89,100,88,87,FALSE
22,131,205,89,100,87,87,FALSE
21,131,204,89,99,87,86,FALSE
21,132,205,90,99,87,86,FALSE
21,131,205,90,99,87,86,FALSE
21,131,204,89,99,87,87,FALSE
21,131,205,89,99,87,87,FALSE
21,131,204,89,99,87,87,FALSE
21,131,204,89,99,88,87,FALSE
21,131,205,89,99,88,87,FALSE
21,130,204,89,99,87,86,FALSE
21,130,204,88,99,87,86,FALSE
21,130,205,88,99,86,86,FALSE
21,129,204,88,99,86,86,FALSE
21,129,203,88,100,86,85,FALSE
21,129,203,88,100,86,84,FALSE
21,129,203,87,100,85,84,FALSE
21,129,203,87,100,85,84,FALSE
21,129,203,87,100,84,84,FALSE
21,129,202,87,100,84,84,FALSE
21,130,203,87,100,84,84,FALSE
24,130,203,88,100,84,84,FALSE
23,130,204,88,100,84,85,FALSE
25,130,203,88,100,84,86,FALSE
25,131,204,89,100,86,86,FALSE
25,131,204,89,100,86,86,FALSE
25,131,204,89,100,87,87,FALSE
25,131,204,89,100,87,87,FALSE
25,131,204,89,100,87,87,FALSE
25,130,203,88,100,87,87,FALSE
25,131,203,89,100,87,87,FALSE
25,131,204,88,100,87,86,FALSE
25,131,203,88,100,87,86,FALSE
25,132,204,89,100,87,86,FALSE
25,132,204,89,100,87,87,FALSE
25,132,204,89,100,87,87,FALSE
25,132,205,90,100,87,87,FALSE
25,132,205,89,100,87,87,FALSE
25,132,205,89,100,88,87,FALSE
25,132,206,90,100,88,87,FALSE
24,132,206,89,100,87,86,FALSE
24,132,206,89,100,87,86,FALSE
24,132,206,89,100,87,85,FALSE
22,132,205,89,100,86,84,FALSE
22,132,205,89,100,86,84,FALSE
22,132,205,89,100,85,84,FALSE
21,131,205,89,100,85,84,FALSE
21,131,205,89,100,85,84,FALSE
21,130,205,88,100,85,84,FALSE
21,130,204,87,100,84,84,FALSE
21,130,204,88,100,84,84,FALSE
21,130,204,88,100,84,84,FALSE
21,131,204,88,100,84,84,FALSE
21,131,204,88,100,85,85,FALSE
21,131,203,88,100,85,85,FALSE
21,131,204,88,100,85,86,FALSE
21,131,204,88,100,85,88,FALSE
21,131,203,89,100,87,88,FALSE
21,132,204,89,100,87,88,FALSE
22,132,204,89,100,88,88,FALSE
24,132,204,89,100,88,89,FALSE
23,132,204,90,100,89,89,FALSE
24,131,204,89,100,89,89,FALSE
24,131,204,89,100,90,89,FALSE
24,132,205,89,100,90,89,FALSE
24,131,204,89,100,89,88,FALSE
24,131,204,89,100,89,88,FALSE
24,131,205,89,100,88,87,FALSE
28,131,204,88,100,88,87,FALSE
27,131,204,88,100,88,87,FALSE
26,131,204,88,100,88,86,FALSE
28,131,203,88,100,86,86,FALSE
28,131,204,89,100,86,86,FALSE
28,131,205,89,100,86,86,FALSE
27,131,204,89,100,86,86,FALSE
27,131,204,89,100,87,86,FALSE
27,131,205,88,100,87,86,FALSE
26,130,203,88,100,86,86,FALSE
26,130,203,88,100,86,86,FALSE
26,130,203,88,100,86,85,FALSE
23,130,202,88,100,86,85,FALSE
23,130,203,88,100,86,85,FALSE
23,130,204,88,100,86,85,FALSE
23,130,203,88,100,86,87,FALSE
23,130,203,88,100,86,87,FALSE
23,129,202,87,100,85,86,FALSE
23,129,202,87,100,86,86,FALSE
23,130,203,87,100,86,86,FALSE
23,129,202,87,100,87,86,FALSE
23,130,203,88,100,87,86,FALSE
23,130,203,88,100,86,86,FALSE
21,130,203,88,100,86,87,FALSE
21,131,203,88,100,86,87,FALSE
21,130,203,88,100,86,87,FALSE
20,130,203,88,100,87,88,FALSE
20,131,203,89,100,87,88,FALSE
20,130,204,89,100,88,88,FALSE
20,130,203,88,100,88,88,FALSE
20,131,203,88,100,88,88,FALSE
20,130,203,88,100,88,87,FALSE
20,130,203,88,100,87,87,FALSE
20,130,203,88,100,87,87,FALSE
20,130,203,88,100,87,86,FALSE
20,129,202,88,100,87,86,FALSE
20,130,203,88,100,86,86,FALSE
20,129,203,88,100,86,86,FALSE
20,129,202,87,100,86,86,FALSE
20,129,202,87,100,86,86,FALSE
20,129,202,87,100,86,86,FALSE
20,129,201,87,100,86,86,FALSE
20,129,202,88,100,86,86,FALSE
20,129,203,88,100,86,86,FALSE
20,129,202,88,100,86,86,FALSE
20,130,202,88,100,86,86,FALSE
20,129,203,88,100,87,86,FALSE
19,129,202,88,100,88,82,FALSE
19,130,202,88,100,88,82,FALSE
19,130,203,88,100,88,82,FALSE
20,130,202,88,100,87,82,FALSE
20,131,203,89,100,87,82,FALSE
20,131,204,89,100,88,87,FALSE
19,131,203,89,100,88,87,FALSE
19,132,204,89,100,88,89,FALSE
19,132,204,90,100,88,89,FALSE
20,131,204,90,100,89,89,FALSE
20,131,204,90,100,89,89,FALSE
20,131,204,89,100,89,89,FALSE
20,131,204,89,100,89,89,FALSE
20,131,204,89,100,89,88,FALSE
20,131,204,89,100,88,87,FALSE
20,132,205,90,100,88,87,FALSE
20,132,205,90,100,88,87,FALSE
21,132,204,89,100,88,87,FALSE
21,132,205,90,100,87,87,FALSE
21,131,205,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,205,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,89,100,88,87,FALSE
21,131,204,89,100,88,87,FALSE
21,131,203,89,100,88,87,FALSE
21,131,204,89,100,88,87,FALSE
21,131,205,89,100,88,87,FALSE
21,131,204,89,100,88,87,FALSE
21,131,204,89,100,88,87,FALSE
21,130,203,89,100,88,87,FALSE
21,131,203,89,100,87,87,FALSE
21,132,204,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,89,100,87,87,FALSE
21,131,205,89,100,88,88,FALSE
21,130,203,89,100,88,88,FALSE
21,131,203,89,100,88,88,FALSE
21,130,203,89,100,88,88,FALSE
21,130,203,89,100,88,87,FALSE
21,131,204,89,100,88,87,FALSE
21,130,204,88,100,88,87,FALSE
21,130,204,88,100,88,87,FALSE
21,130,204,88,100,87,86,FALSE
21,130,204,88,100,87,86,FALSE
21,131,204,88,100,86,85,FALSE
21,131,204,89,100,86,85,FALSE
21,131,204,89,100,86,86,FALSE
21,131,204,89,100,86,86,FALSE
21,131,205,89,100,86,87,FALSE
21,131,205,89,100,87,87,FALSE
21,131,204,89,100,87,88,FALSE
21,131,204,89,100,87,87,FALSE
21,131,204,88,100,87,86,FALSE
21,131,204,89,100,87,86,FALSE
21,131,204,89,100,87,86,FALSE
21,131,204,89,100,87,86,FALSE
21,131,205,89,100,87,86,FALSE
21,131,205,89,100,86,86,FALSE
21,131,204,89,100,86,86,FALSE
21,131,205,88,100,86,86,FALSE
21,130,204,88,100,86,86,FALSE
21,131,204,88,100,86,85,FALSE
21,131,205,88,100,86,85,FALSE
21,130,204,88,100,86,85,FALSE
21,131,204,89,100,86,85,FALSE
21,131,205,89,100,86,86,FALSE
21,131,204,89,100,86,87,FALSE
21,132,204,90,100,87,87,FALSE
21,132,206,90,100,87,87,FALSE
21,132,205,89,100,88,87,FALSE
21,132,206,90,100,88,87,FALSE
21,132,206,90,100,87,86,FALSE
21,132,205,90,100,87,86,FALSE
20,133,206,90,100,87,86,FALSE
20,133,207,90,100,87,86,FALSE
20,133,206,90,100,86,85,FALSE
20,133,207,90,100,86,85,FALSE
20,133,207,90,100,86,85,FALSE
20,132,205,89,100,86,85,FALSE
20,132,205,89,100,86,85,FALSE
20,132,206,89,100,86,85,FALSE
20,132,205,89,100,85,85,FALSE
20,133,206,90,100,85,85,FALSE
20,132,206,90,100,86,85,FALSE
19,132,205,89,100,86,86,FALSE
19,132,206,90,100,87,86,FALSE
19,133,206,90,100,87,86,FALSE
20,132,205,90,100,86,86,FALSE
20,134,206,91,100,86,86,FALSE
20,134,207,91,100,86,86,FALSE
19,133,207,90,100,86,86,FALSE
19,134,207,90,100,87,86,FALSE
19,134,206,90,100,86,86,FALSE
19,134,206,90,100,86,86,FALSE
19,130,206,88,100,86,86,FALSE
19,130,204,88,100,86,86,FALSE
20,130,203,88,100,88,86,FALSE
20,132,204,90,100,88,84,FALSE
20,132,204,90,100,90,84,FALSE
20,133,205,90,100,90,86,FALSE
20,133,205,91,100,93,87,FALSE
21,133,203,91,100,93,87,FALSE
21,132,203,91,100,95,89,FALSE
21,131,200,90,100,95,89,FALSE
21,131,200,90,100,96,89,FALSE
21,131,199,89,100,96,89,FALSE
21,129,197,89,100,97,89,FALSE
20,129,195,88,100,97,89,FALSE
20,129,195,88,100,100,89,FALSE
20,129,197,89,100,100,91,FALSE
20,128,196,89,100,101,93,FALSE
20,127,195,88,100,101,93,FALSE
20,126,194,87,100,101,93,FALSE
20,126,193,87,100,101,93,FALSE
20,126,194,87,100,99,93,FALSE
20,127,194,88,100,97,94,FALSE
19,128,196,88,99,97,94,FALSE
18,128,197,89,99,97,94,FALSE
17,128,197,88,99,95,94,FALSE
15,128,197,88,99,95,93,FALSE
15,128,198,88,99,93,93,FALSE
15,127,197,87,99,93,91,FALSE
15,127,197,87,99,92,89,FALSE
15,127,197,86,99,92,87,FALSE
15,126,197,86,99,89,85,FALSE
15,127,197,86,99,86,84,FALSE
15,127,197,86,100,86,83,FALSE
15,126,197,86,100,86,83,FALSE
15,127,197,86,100,84,82,FALSE
15,127,197,86,100,84,82,FALSE
15,128,197,87,100,83,82,FALSE
15,129,199,88,100,83,83,FALSE
15,131,199,89,100,83,84,FALSE
15,132,200,90,100,84,85,FALSE
15,132,201,91,100,84,87,FALSE
15,133,201,91,100,87,89,FALSE
15,134,203,91,100,87,91,FALSE
16,133,203,91,100,89,91,FALSE
16,133,202,91,100,89,91,FALSE
16,133,203,91,100,91,91,FALSE
22,132,201,91,100,91,90,FALSE
22,132,201,91,100,91,90,FALSE
22,132,201,91,100,91,90,FALSE
22,133,202,91,100,91,90,FALSE
22,133,202,91,100,91,90,FALSE
22,132,202,90,100,91,90,FALSE
22,132,202,90,100,91,90,FALSE
22,132,202,90,100,90,90,FALSE
22,132,201,90,100,90,89,FALSE
22,133,202,91,100,89,88,FALSE
22,133,203,91,100,89,88,FALSE
22,133,202,91,100,89,88,FALSE
22,133,203,91,100,89,88,FALSE
22,133,203,91,100,88,88,FALSE
21,133,203,91,100,88,88,FALSE
21,134,203,92,100,89,89,FALSE
21,134,203,92,100,89,89,FALSE
21,135,204,92,100,89,90,FALSE
21,135,204,93,100,89,91,FALSE
21,135,204,93,100,90,91,FALSE
21,136,205,93,100,90,92,FALSE
21,136,206,93,100,92,92,FALSE
22,136,206,93,100,92,93,FALSE
22,136,206,93,100,93,93,FALSE
22,136,206,93,100,93,92,FALSE
21,135,205,93,100,92,91,FALSE
21,136,206,93,100,92,91,FALSE
21,135,205,92,100,92,90,FALSE
21,136,206,93,100,92,90,FALSE
21,136,206,93,100,91,90,FALSE
22,136,206,93,100,91,90,FALSE
22,137,207,93,100,90,90,FALSE
22,137,207,93,100,90,90,FALSE
22,137,207,93,100,90,90,FALSE
22,137,207,94,100,91,91,FALSE
22,137,207,93,100,91,91,FALSE
22,137,208,93,100,92,91,FALSE
22,137,208,93,100,92,91,FALSE
25,137,207,93,100,91,91,FALSE
24,137,207,93,100,91,91,FALSE
23,137,208,93,100,91,90,FALSE
25,136,207,92,100,91,90,FALSE
25,136,207,93,100,91,90,FALSE
25,136,207,92,100,91,90,FALSE
24,135,206,91,100,91,90,FALSE
24,135,206,91,100,91,90,FALSE
24,135,206,91,100,89,88,FALSE
24,134,205,91,100,89,88,FALSE
24,135,206,92,100,89,88,FALSE
24,135,206,92,100,89,88,FALSE
24,135,206,92,100,89,89,FALSE
24,136,207,92,100,89,90,FALSE
24,136,207,92,100,90,90,FALSE
24,136,207,92,100,90,90,FALSE
24,136,208,92,100,90,90,FALSE
23,135,207,92,100,90,90,FALSE
23,136,207,92,100,90,90,FALSE
23,135,207,91,100,90,88,FALSE
23,135,206,91,100,89,87,FALSE
23,135,206,92,100,89,87,FALSE
23,135,207,92,100,88,87,FALSE
20,135,206,91,100,88,88,FALSE
20,135,206,91,100,88,89,FALSE
20,135,207,91,100,88,89,FALSE
20,134,206,91,100,88,89,FALSE
20,135,206,91,100,88,88,FALSE
20,135,206,91,100,89,88,FALSE
21,135,206,91,100,89,89,FALSE
21,135,206,92,100,89,89,FALSE
21,135,207,92,100,89,89,FALSE
20,135,207,92,100,89,90,FALSE
20,136,207,92,100,89,90,FALSE
20,136,208,92,100,90,90,FALSE
20,135,207,92,100,90,90,FALSE
20,135,207,92,100,90,90,FALSE
20,135,206,91,100,89,88,FALSE
20,135,206,91,100,89,88,FALSE
20,134,207,91,100,89,88,FALSE
21,134,206,90,100,89,87,FALSE
21,134,206,91,100,87,86,FALSE
21,134,207,90,100,87,86,FALSE
21,133,206,90,100,86,85,FALSE
21,133,206,90,100,86,84,FALSE
21,133,206,90,100,85,84,FALSE
21,133,205,89,100,85,83,FALSE
21,133,206,89,100,84,83,FALSE
21,133,205,90,100,84,83,FALSE
21,134,205,90,100,83,83,FALSE
21,135,206,91,100,83,83,FALSE
21,135,206,91,100,84,83,FALSE
20,135,206,91,100,84,85,FALSE
20,135,207,91,100,85,86,FALSE
20,134,206,91,100,85,87,FALSE
21,135,206,91,100,87,87,FALSE
21,134,206,91,100,87,87,FALSE
21,134,206,91,100,87,87,FALSE
20,135,206,91,100,87,87,FALSE
20,135,206,91,100,87,87,FALSE
20,135,207,91,100,87,87,FALSE
20,135,206,91,100,88,87,FALSE
20,135,206,91,100,88,87,FALSE
20,135,207,91,100,87,87,FALSE
23,135,206,91,100,87,87,FALSE
22,135,207,91,100,88,87,FALSE
23,135,207,91,100,88,87,FALSE
23,135,207,91,100,87,87,FALSE
23,135,207,91,100,87,87,FALSE
27,135,206,91,100,87,87,FALSE
26,136,207,91,100,87,87,FALSE
25,136,208,91,100,88,87,FALSE
27,135,207,91,100,88,88,FALSE
27,135,207,91,100,88,88,FALSE
27,135,208,91,100,88,88,FALSE
27,134,206,90,100,88,88,FALSE
27,134,206,91,100,87,87,FALSE
27,134,206,90,100,87,86,FALSE
28,134,206,90,100,87,86,FALSE
28,134,207,91,100,87,86,FALSE
28,134,207,90,100,86,86,FALSE
27,133,206,90,100,86,86,FALSE
27,133,206,90,100,86,86,FALSE
24,133,205,90,100,86,86,FALSE
24,133,205,90,100,86,86,FALSE
25,133,205,90,100,86,86,FALSE
25,133,205,90,100,87,86,FALSE
25,134,206,91,100,87,88,FALSE
24,134,206,90,100,87,88,FALSE
24,134,206,91,100,87,89,FALSE
24,134,206,91,100,89,89,FALSE
22,134,205,91,100,89,89,FALSE
22,134,206,91,100,90,89,FALSE
22,134,206,91,100,90,89,FALSE
21,134,206,91,100,90,89,FALSE
21,135,206,91,100,90,89,FALSE
22,135,207,91,100,89,89,FALSE
22,135,207,91,100,89,89,FALSE
22,135,207,91,100,89,89,FALSE
22,134,206,91,100,89,89,FALSE
22,134,206,91,100,89,89,FALSE
22,134,206,90,100,89,88,FALSE
22,133,205,90,100,88,87,FALSE
22,134,206,91,100,88,87,FALSE
22,134,206,91,100,88,87,FALSE
22,134,206,91,100,88,87,FALSE
22,134,206,91,100,88,88,FALSE
21,133,205,90,100,88,88,FALSE
21,134,205,90,100,88,88,FALSE
